name,bioguide_id,party,state,chamber,composite_score,scale_score,concentration_score,personal_score,total_financial_exposure,financial_trades,financial_pac,financial_individual,trade_count,pac_count,individual_count,unified_hhi,dominant_sector,dominant_pct,net_worth_display,net_worth_midpoint,wealth_tier,net_worth_is_estimate,pac_banking,pac_insurance,pac_real_estate,pac_investment,pac_lending,pac_payments,pac_credit_unions,pac_private_equity,top_pac_1,top_pac_1_amount,top_pac_1_sector,top_pac_2,top_pac_2_amount,top_pac_2_sector,top_pac_3,top_pac_3_amount,top_pac_3_sector,top_employer_1,top_employer_1_amount,top_employer_1_sector,top_employer_2,top_employer_2_amount,top_employer_2_sector,hfsc_member,sbc_member
"Peters, Gary C.",P000595,D,Michigan,senate,50.2,54.4,51.6,43.2,91004.0,32004,0,14041.0,19,99,25,1741.7,insurance,30.6,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,33000.0,0,5000.0,0,0,0,0,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE (INSURING AMERICA PAC),10000.0,insurance,NATIONAL ASSOCIATION OF MUTUAL INSURANCE COMPANIES PAC,7500.0,insurance,ALLY FINANCIAL INC. ADVOCACY POLITICAL ACTION COMMITTEE,6000.0,financial_services,ROCKET MORTGAGE,4700.0,lending,APPLIED INTUITION,3300.0,payments,No,No
"Risch, James E.",R000584,R,Idaho,senate,12.0,30.0,0.0,0.0,56500.0,0,0,11000.0,0,27,4,1989.6,insurance,35.8,$1M-$5M,3000000,$1M-$5M,Yes,10000.0,22000.0,12000.0,0,2500.0,5000.0,5000.0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),10000.0,banking,ROAD TO FREEDOM CAMPAIGN COMMITTEE,9000.0,insurance,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),8000.0,insurance,CAPITAL GROUP,7000.0,investment,GOLDMAN SACHS,2000.0,investment_banking,No,No
"Reed, Jack",R000122,D,Rhode Island,senate,11.2,28.1,0.0,0.0,54000.0,0,0,8750.0,0,40,11,2081.0,insurance,35.6,$1M-$5M,3000000,$1M-$5M,Yes,10000.0,13000.0,10000.0,12500.0,0,0,0,0,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),8000.0,insurance,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE (BLACKROCK PAC),7500.0,investment,FINANCIAL SERVICES INSTITUTE PAC,5000.0,financial_services,CITIZENS BANK,3000.0,banking,PAYPAL,2000.0,payments,No,Yes
"Padilla, Alex",P000145,D,California,senate,5.5,13.8,0.0,0.0,30500.0,0,0,13260.0,0,14,9,1666.4,insurance,23.3,$1M-$5M,3000000,$1M-$5M,Yes,0,9500.0,2000.0,9500.0,0,2000.0,5000.0,0,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE,7500.0,investment,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),5000.0,insurance,SCHOOLSFIRST FEDERAL CREDIT UNION EMPLOYEES FEDERAL PAC,5000.0,credit_unions,CITADEL SECURITIES,6600.0,securities,APOLLO,6500.0,private_equity,No,No
"Ossoff, Jon",O000174,D,Georgia,senate,1.5,3.7,0.0,0.0,13000.0,0,0,38108.0,0,4,482,1801.6,banking,25.2,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,0,3000.0,0,0,0,5000.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",5000.0,credit_unions,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,3000.0,real_estate,"CITIZENS FINANCIAL GROUP, INC. POLITICAL ACTION COMMITTEE (CITIZENS PAC)",2500.0,banking,TWO SIGMA,7000.0,investment,KAISER PERMANENTE,3580.0,insurance,No,No
"Mullin, Markwayne",M001190,R,Oklahoma,senate,76.6,97.6,25.4,99.8,595541.0,545041,0,22800.0,359,39,7,1473.2,insurance,20.6,$25M-$50M,37500000,$25M-$100M,No,9000.0,6500.0,9500.0,10500.0,0,10000.0,0,0,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,6500.0,insurance,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),5500.0,investment,THE SURETY & FIDELITY ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE,5000.0,investment,BLACKSTONE,15500.0,private_equity,FIRST BANK,3300.0,banking,No,No
"Murphy, Christopher",M001169,D,Connecticut,senate,3.3,8.2,0.0,0.0,22500.0,0,0,129868.0,0,5,322,1954.7,banking,25.5,$1M-$5M,3000000,$1M-$5M,Yes,7500.0,10000.0,0,5000.0,0,0,0,0,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,10000.0,insurance,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),5000.0,banking,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE (BLACKROCK PAC),5000.0,investment,BLACKSTONE,23500.0,private_equity,MORGAN STANLEY,15150.0,investment_banking,No,No
"Murray, Patty",M001111,D,Washington,senate,6.3,15.6,0.0,0.0,34000.0,0,0,4120.0,0,13,24,4499.0,insurance,64.3,$1M-$5M,3000000,$1M-$5M,Yes,1500.0,21500.0,0,1500.0,0,5000.0,0,0,UNITED SERVICES AUTOMOBILE ASSOCIATION EMPLOYEE PAC - USAA EMPLOYEE PAC,7500.0,insurance,NATIONAL ASSOCIATION OF BENEFITS AND INSURANCE PROFESSIONALS PAC (NABIP PAC),5000.0,insurance,"TELEVISAUNIVISION, INC. EMPLOYEE POLITICAL ACTION COMMITTEE",5000.0,payments,KAISER PERMANENTE,2400.0,insurance,WELLS FARGO & CO,1000.0,banking,No,No
"Murkowski, Lisa",M001153,R,Alaska,senate,5.5,13.8,0.0,0.0,30500.0,0,0,15000.0,0,17,5,2938.7,insurance,44.3,$1M-$5M,3000000,$1M-$5M,No,0,15000.0,0,3500.0,3500.0,0,0,0,FINANCIAL SERVICES INSTITUTE PAC,6000.0,financial_services,"AMERICA'S HEALTH INSURANCE PLANS, INC. PAC (AHIP PAC)",5000.0,insurance,AMERICAN FIDELITY CORPORATION POLITICAL ACTION COMMITTEE,3500.0,investment,STRIPE INC,10500.0,payments,PREMERA BLUE CROSS,2500.0,insurance,No,No
"McCormick, David",M001243,R,Pennsylvania,senate,77.1,99.3,80.4,44.2,1746523.0,1680023,0,868841.0,25,79,554,3170.7,investment_banking,51.8,$150M-$300M,225000000,$100M+,No,27500.0,29000.0,0,10000.0,0,0,0,0,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),10000.0,banking,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),10000.0,investment,NATIONAL ASSOCIATION OF MUTUAL INSURANCE COMPANIES PAC,7500.0,insurance,GOLDMAN SACHS,457693.0,investment_banking,BLACKSTONE,53100.0,private_equity,No,Yes
"Moreno, Bernie",M001242,R,Ohio,senate,59.2,57.9,80.0,40.2,98501.0,15001,0,175830.0,1,47,139,1475.9,banking,19.3,$1M-$5M,3000000,$1M-$5M,Yes,26000.0,32500.0,10000.0,0,0,10000.0,0,0,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,15000.0,insurance,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",11000.0,investment_banking,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),10000.0,banking,BLACKSTONE,47250.0,private_equity,GOLDMAN SACHS,40302.0,investment_banking,No,Yes
"Merkley, Jeff",M001176,D,Oregon,senate,0.1,0.2,0.0,0.0,3000.0,0,0,8395.0,0,1,154,4680.1,insurance,62.2,$1M-$5M,3000000,$1M-$5M,Yes,0,0,3000.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,3000.0,real_estate,,0,,,0,,NEW AMERICA,3300.0,insurance,KAISER PERMANENTE,2400.0,insurance,No,No
"Moran, Jerry",M000934,R,Kansas,senate,37.8,30.7,35.5,49.5,58408.0,8008,0,7500.0,57,31,3,1878.5,investment,23.0,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,15400.0,0,10000.0,5000.0,0,0,0,"BREAD FINANCIAL HOLDINGS, INC. PAC (AKA BREAD FINANCIAL PAC)",6000.0,financial_services,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY FEDERAL PAC,5400.0,insurance,FMR LLC POLITICAL ACTION COMMITTEE STATE FEDERAL (FIDELITY PAC),5000.0,investment,INTERNATIONAL BANK OF COMMERCE,4000.0,banking,FIDELITY BANK,3500.0,investment,No,No
"McConnell, Mitch",M000355,R,Kentucky,senate,45.8,25.5,76.2,42.3,49512.0,12012,0,2275.0,14,14,20,2192.4,banking,38.3,$30M-$40M,35000000,$25M-$100M,No,15000.0,0,5000.0,2500.0,0,0,5000.0,0,"CITIZENS FINANCIAL GROUP, INC. POLITICAL ACTION COMMITTEE (CITIZENS PAC)",5000.0,banking,"FEDERAL BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC. (PNC",5000.0,banking,THE REAL ESTATE ROUNDTABLE POLITICAL ACTION COMMITTEE (REALPAC),5000.0,real_estate,KENTUCKY BANKERS ASSOCIATION,1000.0,banking,NORTHWESTERN MUTUAL,500.0,insurance,No,No
"Marshall, Roger",M001198,R,Kansas,senate,14.7,36.7,0.0,0.0,68000.0,0,0,19650.0,0,47,6,1751.7,insurance,29.9,$1M-$5M,3000000,$1M-$5M,Yes,16000.0,16000.0,8500.0,5000.0,10000.0,0,0,0,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",16000.0,investment_banking,LIBERTY MUTUAL INSURANCE COMPANY - PAC,10000.0,insurance,SUN LIFE FINANCIAL (U.S.) SERVICES COMPANY INC PAC SUN LIFE PAC,7500.0,financial_services,MORGAN STANLEY,10000.0,investment_banking,BLACKSTONE,8500.0,private_equity,No,No
"Klobuchar, Amy",K000367,D,Minnesota,senate,13.8,34.5,0.0,0.0,64500.0,0,0,40453.0,0,21,112,1394.2,insurance,21.6,$1M-$5M,3000000,$1M-$5M,Yes,0,19500.0,10000.0,0,20000.0,0,10000.0,0,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,20000.0,lending,CROP INSURANCE PROFESSIONALS ASSOCIATION PAC-CIPA PAC,10000.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,MORGAN STANLEY,9959.0,investment_banking,BAIN CAPITAL,6600.0,private_equity,No,No
"Lee, Mike",L000577,R,Utah,senate,1.9,4.8,0.0,0.0,15000.0,0,0,6483.0,0,11,38,1773.0,banking,24.8,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,4000.0,0,0,0,0,2500.0,0,REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,3000.0,banking,"BREAD FINANCIAL HOLDINGS, INC. PAC (AKA BREAD FINANCIAL PAC)",2500.0,financial_services,SECURITY SERVICE FEDERAL CREDIT UNION PAC,2500.0,credit_unions,OPPORTUNITY FINANCIAL LLC,2500.0,consumer_lending,COLDWELL BANKER,1000.0,real_estate,No,No
"Lankford, James",L000575,R,Oklahoma,senate,13.0,32.6,0.0,0.0,60500.0,0,0,22650.0,0,47,8,2102.3,insurance,38.0,$10M-$25M,17500000,$5M-$25M,No,10500.0,26500.0,0,5000.0,0,10000.0,0,0,INTUIT INC. 21ST CENTURY LEADERSHIP FUND,10000.0,payments,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),7500.0,insurance,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,7500.0,insurance,BLACKSTONE,10500.0,private_equity,APOLLO,8600.0,private_equity,No,No
"Lummis, Cynthia M.",L000571,R,Wyoming,senate,14.2,35.6,0.0,0.0,66000.0,0,0,14000.0,0,67,10,1295.1,banking,20.2,$1M-$5M,3000000,$1M-$5M,Yes,20000.0,0,16500.0,0,5000.0,0,0,0,THRIVENT FINANCIAL FOR LUTHERANS POLITICAL ACTION COMMITTEE,10000.0,financial_services,AMERICAN FINANCIAL SERVICES ASSOCIATION PAC,8000.0,financial_services,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",7500.0,investment_banking,BLACKSTONE,6500.0,private_equity,CAPITAL MANAGEMENT,4000.0,investment,No,Yes
"LujÃ¡n, Ben Ray",L000570,D,New Mexico,senate,9.3,23.3,0.0,0.0,45500.0,0,0,3050.0,0,26,11,1459.2,insurance,22.3,$1M-$5M,3000000,$1M-$5M,Yes,17500.0,9500.0,3000.0,5000.0,8000.0,0,2500.0,0,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",10000.0,investment_banking,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE (INSURING AMERICA PAC),5500.0,insurance,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE,5000.0,investment,KELLER WILLIAMS,3050.0,real_estate,,0,,No,No
"Markey, Edward J.",M000133,D,Massachusetts,senate,0.3,0.7,0.0,0.0,5000.0,0,0,1835.0,0,2,23,5786.4,real_estate,73.2,$1M-$5M,3000000,$1M-$5M,Yes,0,0,5000.0,0,0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,5000.0,real_estate,,0,,,0,,KAISER PERMANENTE,650.0,insurance,MERRILL LYNCH,500.0,investment,No,No
"Kelly, Mark",K000377,D,Arizona,senate,2.4,6.0,0.0,0.0,18500.0,0,0,42779.0,0,6,758,1661.1,insurance,25.9,$200M-$250M,225000000,$100M+,No,0,8500.0,0,2500.0,0,0,5000.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",5000.0,credit_unions,NATIONAL ASSOCIATION OF BENEFITS AND INSURANCE PROFESSIONALS PAC (NABIP PAC),5000.0,insurance,WHOLESALE & SPECIALTY INSURANCE ASSOCIATION (WSIA) PAC,2500.0,insurance,ROCKET MORTGAGE,8600.0,lending,AMERICAN EXPRESS,4365.0,payments,No,No
"Kim, Andy",K000394,D,New Jersey,senate,6.6,16.4,0.0,0.0,35000.0,0,0,139432.0,0,10,248,1496.1,private_equity,22.2,$1M-$5M,3000000,$1M-$5M,Yes,2000.0,13000.0,10000.0,0,0,0,10000.0,0,PROGRESSIVE TURNOUT PROJECT,10000.0,insurance,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",10000.0,credit_unions,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),5000.0,real_estate,KKR,20900.0,private_equity,GOLDMAN SACHS,13200.0,investment_banking,No,Yes
"Kennedy, John",K000393,R,Louisiana,senate,42.2,15.3,80.0,40.2,33501.0,1001,0,5722.0,1,13,57,4162.4,banking,61.7,$5M-$15M,10000000,$5M-$25M,No,23000.0,3500.0,0,0,0,0,2500.0,0,CADENCE BANK PAC,10000.0,banking,COMERICA INCORPORATED POLITICAL ACTION COMMITTEE,5000.0,banking,CITIGROUP INC. PAC - FEDERAL (CITI PAC - FEDERAL),4500.0,banking,COLDWELL BANKER,2027.0,real_estate,STATE FARM,1110.0,insurance,No,Yes
"King, Angus S., Jr.",K000383,I,Maine,senate,46.8,69.5,18.1,45.2,118365.0,5005,0,20490.0,31,78,26,2303.0,insurance,36.0,$1M-$5M,3000000,$1M-$5M,Yes,10000.0,19000.0,36360.0,0,18000.0,0,10000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,26360.0,real_estate,MORTGAGE BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE (MORPAC),10000.0,lending,SUN LIFE FINANCIAL (U.S.) SERVICES COMPANY INC PAC SUN LIFE PAC,10000.0,financial_services,GENERAL DYNAMICS,15750.0,insurance,NATIONAL ASSOCIATION OF REALTORS,2000.0,real_estate,No,No
"Kaine, Tim",K000384,D,Virginia,senate,23.8,59.6,0.0,0.0,100000.0,0,0,127296.0,0,123,119,1575.5,insurance,25.0,$500K-$2M,1250000,$1M-$5M,No,10000.0,30000.0,40000.0,0,10000.0,10000.0,0,0,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),10000.0,insurance,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,"VISA, INC. POLITICAL ACTION COMMITTEE",10000.0,payments,CAPITAL GROUP,45000.0,investment,CAPITAL ONE,12319.0,payments,No,No
"Johnson, Ron",J000293,R,Wisconsin,senate,0.7,1.9,0.0,0.0,8000.0,0,0,9342.0,0,4,149,1979.0,investment,30.7,$1M-$5M,3000000,$1M-$5M,Yes,0,1000.0,0,5000.0,0,0,0,0,FIDELITY NATIONAL FINANCIAL INC PAC 2001,5000.0,investment,THRIVENT FINANCIAL FOR LUTHERANS POLITICAL ACTION COMMITTEE,2000.0,financial_services,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,1000.0,insurance,ROCKET MORTGAGE,2000.0,lending,JP MORGAN,1495.0,banking,No,No
"Husted, Jon",H001104,R,Ohio,senate,10.8,27.0,0.0,0.0,51500.0,0,0,35000.0,0,37,20,1678.3,insurance,31.2,$1M-$5M,3000000,$1M-$5M,Yes,5000.0,30000.0,5000.0,11500.0,0,0,0,0,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),6500.0,investment,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE,5000.0,investment,NATIONWIDE MUTUAL INSURANCE COMPANY FINANCIAL & INVESTMENTS POLITICAL ACTION COMMITTEE,5000.0,insurance,BLACKSTONE,14000.0,private_equity,ROCKET MORTGAGE,7000.0,lending,No,No
"Hickenlooper, John W.",H000273,D,Colorado,senate,68.0,91.2,56.0,49.0,197502.0,150002,0,44538.0,54,26,123,1392.6,private_equity,25.0,$1M-$5M,3000000,$1M-$5M,Yes,9000.0,6500.0,6000.0,5000.0,5000.0,2500.0,0,0,FINANCIAL SERVICES INSTITUTE PAC,10000.0,financial_services,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),9000.0,banking,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE,5000.0,investment,BLACKSTONE,12850.0,private_equity,APOLLO,11500.0,private_equity,No,No
"Hawley, Josh",H001089,R,Missouri,senate,6.3,15.8,0.0,0.0,34500.0,0,0,7841.0,0,10,51,2991.9,real_estate,47.8,$10M-$25M,17500000,$5M-$25M,No,2000.0,5000.0,20000.0,5000.0,2500.0,0,0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),10000.0,real_estate,CAMPAIGN FOR WORKING FAMILIES,5000.0,insurance,WELLS FARGO ADVISORS,2375.0,banking,STATE FARM INSURANCE,987.0,insurance,No,No
"Hyde-Smith, Cindy",H001079,R,Mississippi,senate,13.0,32.6,0.0,0.0,60500.0,0,0,1250.0,0,34,1,2090.5,banking,29.0,$1M-$5M,3000000,$1M-$5M,Yes,21000.0,7000.0,13500.0,0,14000.0,0,5000.0,0,CADENCE BANK PAC,10000.0,banking,THE FARM CREDIT COUNCIL POLITICAL ACTION COMMITTEE,9000.0,lending,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),7000.0,insurance,GUARANTY BANK & TRUST,1250.0,banking,,0,,No,No
"Hoeven, John",H001061,R,North Dakota,senate,11.5,28.7,0.0,0.0,54500.0,0,0,2250.0,0,29,3,7033.0,insurance,83.5,$5M-$15M,10000000,$5M-$25M,No,0,49500.0,2000.0,0,0,0,0,0,UNITED SERVICES AUTOMOBILE ASSOCIATION EMPLOYEE PAC - USAA EMPLOYEE PAC,10000.0,insurance,CROP INSURANCE PROFESSIONALS ASSOCIATION PAC-CIPA PAC,10000.0,insurance,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),7500.0,insurance,GOLDMAN SACHS,1000.0,investment_banking,GENERAL DYNAMICS,1000.0,insurance,No,No
"Hirono, Mazie K.",H001042,D,Hawaii,senate,10.7,26.6,0.0,0.0,51000.0,0,0,5460.0,0,22,12,2588.1,real_estate,37.7,$1M-$5M,3000000,$1M-$5M,Yes,6000.0,14000.0,21000.0,0,0,2000.0,8000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,10000.0,real_estate,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),10000.0,real_estate,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),9000.0,insurance,GOLDMAN SACHS,2500.0,investment_banking,KAISER PERMANENTE,1250.0,insurance,No,No
"Heinrich, Martin",H001046,D,New Mexico,senate,24.1,60.1,0.0,0.0,101547.0,0,0,35250.0,0,85,21,1743.3,insurance,31.3,$1M-$5M,3000000,$1M-$5M,Yes,0,33500.0,32547.0,10000.0,0,5500.0,20000.0,0,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,22547.0,real_estate,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",20000.0,credit_unions,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),10000.0,insurance,BAIN CAPITAL,6600.0,private_equity,BLACKROCK,4300.0,investment,No,No
"Hagerty, Bill",H000601,R,Tennessee,senate,52.1,62.8,49.1,40.8,106000.0,0,0,172537.0,5,148,105,1810.3,banking,32.7,$1M-$5M,3000000,$1M-$5M,Yes,40000.0,10000.0,24500.0,21500.0,0,0,0,0,MANUFACTURED HOUSING INSTITUTE PAC,15000.0,real_estate,STATE STREET BANK AND TRUST COMPANY VOLUNTARY POLITICAL ACTION COMMITTEE,11500.0,investment,FMR LLC POLITICAL ACTION COMMITTEE - FEDERAL (FIDELITY PAC),10000.0,investment,WELLS FARGO,31750.0,banking,FIDELITY INVESTMENTS,25000.0,investment,No,Yes
"Hassan, Margaret Wood",H001076,D,New Hampshire,senate,14.5,36.1,0.0,0.0,67500.0,0,0,40986.0,0,96,50,2752.1,insurance,47.2,$1M-$5M,3000000,$1M-$5M,Yes,22000.0,27000.0,0,0,0,0,0,0,THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA POLITICAL ACTION COMMITTEE - FEDERAL (GUARDIAN LIFE P,11500.0,insurance,REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,8000.0,banking,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",7500.0,investment_banking,LIBERTY MUTUAL INSURANCE COMPANY,17706.0,insurance,BLACKSTONE,6600.0,private_equity,No,No
"Gallego, Ruben",G000574,D,Arizona,senate,15.9,39.7,0.0,0.0,71500.0,0,0,176366.0,0,98,1507,1699.4,insurance,29.2,$1M-$5M,3000000,$1M-$5M,Yes,0,44500.0,5000.0,6000.0,0,0,5000.0,0,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,15000.0,insurance,PROGRESSIVE TURNOUT PROJECT,10000.0,insurance,THE CIGNA GROUP EMPLOYEE POLITICAL ACTION COMMITTEE,7500.0,insurance,BAIN CAPITAL,13200.0,private_equity,KAISER PERMANENTE,10744.0,insurance,No,Yes
"Gillibrand, Kirsten E.",G000555,D,New York,senate,9.0,22.5,0.0,0.0,44500.0,0,0,96803.0,0,20,100,1494.5,investment,26.7,$1M-$5M,3000000,$1M-$5M,Yes,0,0,20000.0,2500.0,5000.0,4500.0,7500.0,0,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",7500.0,credit_unions,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,5000.0,real_estate,NATIONAL MULTIFAMILY HOUSING COUNCIL AND REAL ESTATE TECHNOLOGY AND TRANSFORMATION CENTER POLITICAL ACTION COMMITTEE (NMHC PAC),5000.0,real_estate,APOLLO,13400.0,private_equity,MORGAN STANLEY,11900.0,investment_banking,No,No
"Grassley, Chuck",G000386,R,Iowa,senate,2.3,5.8,0.0,0.0,18000.0,0,0,10539.0,0,10,17,2236.0,private_equity,34.7,$1M-$5M,3000000,$1M-$5M,Yes,2500.0,6000.0,0,3500.0,0,0,5000.0,0,CUNA MUTUAL HOLDING COMPANY POLITICAL ACTION COMMITTEE/TRUSTAGE PAC,5000.0,credit_unions,THE VANGUARD GROUP COMMITTEE FOR RESPONSIBLE GOVERNMENT,3500.0,investment,PRINCIPAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,2500.0,insurance,BLACKSTONE,9900.0,private_equity,TEXAS CAPITAL BANK,489.0,banking,No,No
"Graham, Lindsey",G000359,R,South Carolina,senate,36.6,29.4,41.1,41.5,55000.0,0,0,6780.0,9,24,14,1454.2,insurance,21.5,$1M-$5M,3000000,$1M-$5M,Yes,10000.0,10000.0,15000.0,5000.0,5000.0,0,0,0,CME GROUP INC. PAC,10000.0,securities,UNITED SERVICES AUTOMOBILE ASSOCIATION EMPLOYEE PAC - USAA EMPLOYEE PAC,5000.0,insurance,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE (BLACKROCK PAC),5000.0,investment,CAPITAL ONE,3000.0,payments,AMERICAN SECURITIES,2500.0,securities,No,No
"Fetterman, John",F000479,D,Pennsylvania,senate,33.2,4.1,65.0,40.3,13500.0,0,0,8250.0,2,4,216,2401.9,insurance,36.7,$5M-$15M,10000000,$5M-$25M,No,0,5000.0,0,0,5000.0,0,0,0,CHUTZ PAC,5000.0,lending,"LATINO LEADERS FOR EQUALITY, GROWTH, OPPORTUNITY, PROGRESSIVE ACTION & CHANGE (LLEGO-PAC)",5000.0,insurance,"INFIN, A FINANCIAL SERVICES ALLIANCE, INC. PAC ('INFIN PAC')",2500.0,financial_services,CBRE,1800.0,real_estate,BERKSHIRE HATHAWAY INC,1140.0,insurance,No,No
"Curtis, John R.",C001114,R,Utah,senate,42.2,41.0,28.4,57.7,72512.0,12012,0,63564.0,106,36,34,1349.3,investment,21.4,$1M-$5M,3000000,$1M-$5M,Yes,0,16500.0,15000.0,5000.0,0,5500.0,5000.0,0,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),10000.0,real_estate,AMERICAN FINANCIAL SERVICES ASSOCIATION PAC,8500.0,financial_services,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE (INSURING AMERICA PAC),6500.0,insurance,ZIONS BANCORPORATION,9900.0,banking,CAPITAL GROUP,8400.0,investment,No,No
